A = 0000, B = 0000, Cin = 0, Cout = 0, S = 0000
A = 7da2, B = db5b, Cin = 0, Cout = 1, S = 58fd
A = 7da2, B = a379, Cin = 0, Cout = 1, S = 211b
A = 7da2, B = 9d09, Cin = 0, Cout = 1, S = 1aab
A = 7da2, B = 746c, Cin = 0, Cout = 0, S = f20e
A = 7da2, B = f884, Cin = 0, Cout = 1, S = 7626
A = 7da2, B = 860a, Cin = 0, Cout = 1, S = 03ac
A = 7da2, B = 9363, Cin = 0, Cout = 1, S = 1105
A = 7da2, B = 8712, Cin = 0, Cout = 1, S = 04b4
A = 7da2, B = 62f7, Cin = 0, Cout = 0, S = e099
A = 7da2, B = 3278, Cin = 0, Cout = 0, S = b01a
A = 05a5, B = 0000, Cin = 0, Cout = 0, S = 05a5
A = 05a5, B = 0001, Cin = 0, Cout = 0, S = 05a6
A = 05a5, B = 1111, Cin = 0, Cout = 0, S = 16b6
A = 05a5, B = aaaa, Cin = 0, Cout = 0, S = b04f
A = 05a5, B = 5555, Cin = 0, Cout = 0, S = 5afa
A = 05a5, B = ffff, Cin = 0, Cout = 1, S = 05a4
A = 05a5, B = ff00, Cin = 0, Cout = 1, S = 04a5
A = 05a5, B = 00ff, Cin = 0, Cout = 0, S = 06a4
A = 05a5, B = 7fff, Cin = 0, Cout = 0, S = 85a4
A = 05a5, B = 8000, Cin = 0, Cout = 0, S = 85a5
A = 05a5, B = f9e8, Cin = 0, Cout = 0, S = ff8d
A = 05a5, B = c91b, Cin = 0, Cout = 0, S = cec0
A = 05a5, B = fa50, Cin = 0, Cout = 0, S = fff5
A = 05a5, B = 92a3, Cin = 0, Cout = 0, S = 9848
A = 05a5, B = b84e, Cin = 0, Cout = 0, S = bdf3
A = 05a5, B = 7da2, Cin = 0, Cout = 0, S = 8347
A = 05a5, B = 05a5, Cin = 0, Cout = 0, S = 0b4a
A = 05a5, B = 6ea1, Cin = 0, Cout = 0, S = 7446
A = 05a5, B = 6740, Cin = 0, Cout = 0, S = 6ce5
A = 05a5, B = aa06, Cin = 0, Cout = 0, S = afab
A = 05a5, B = 7707, Cin = 0, Cout = 0, S = 7cac
A = 05a5, B = 661e, Cin = 0, Cout = 0, S = 6bc3
A = 05a5, B = aa27, Cin = 0, Cout = 0, S = afcc
A = 05a5, B = 9475, Cin = 0, Cout = 0, S = 9a1a
A = 05a5, B = 3cb2, Cin = 0, Cout = 0, S = 4257
A = 05a5, B = 5b5d, Cin = 0, Cout = 0, S = 6102
A = 05a5, B = 2875, Cin = 0, Cout = 0, S = 2e1a
A = 05a5, B = ab6b, Cin = 0, Cout = 0, S = b110
A = 05a5, B = 1bcd, Cin = 0, Cout = 0, S = 2172
A = 05a5, B = 8f61, Cin = 0, Cout = 0, S = 9506
A = 05a5, B = ef5c, Cin = 0, Cout = 0, S = f501
A = 05a5, B = e08c, Cin = 0, Cout = 0, S = e631
A = 05a5, B = be66, Cin = 0, Cout = 0, S = c40b
A = 05a5, B = a2ce, Cin = 0, Cout = 0, S = a873
A = 05a5, B = 71b2, Cin = 0, Cout = 0, S = 7757
A = 05a5, B = a50d, Cin = 0, Cout = 0, S = aab2
A = 05a5, B = 6c3f, Cin = 0, Cout = 0, S = 71e4
A = 05a5, B = 5b04, Cin = 0, Cout = 0, S = 60a9
A = 05a5, B = d88a, Cin = 0, Cout = 0, S = de2f
A = 05a5, B = 1321, Cin = 0, Cout = 0, S = 18c6
A = 05a5, B = 5183, Cin = 0, Cout = 0, S = 5728
A = 05a5, B = 90a4, Cin = 0, Cout = 0, S = 9649
A = 05a5, B = e310, Cin = 0, Cout = 0, S = e8b5
A = 05a5, B = 3e8c, Cin = 0, Cout = 0, S = 4431
A = 05a5, B = 5ce3, Cin = 0, Cout = 0, S = 6288
A = 05a5, B = 1d12, Cin = 0, Cout = 0, S = 22b7
A = 05a5, B = 869d, Cin = 0, Cout = 0, S = 8c42
A = 05a5, B = 4cad, Cin = 0, Cout = 0, S = 5252
A = 05a5, B = 7940, Cin = 0, Cout = 0, S = 7ee5
A = 05a5, B = 0b63, Cin = 0, Cout = 0, S = 1108
A = 05a5, B = d71b, Cin = 0, Cout = 0, S = dcc0
A = 05a5, B = 654c, Cin = 0, Cout = 0, S = 6af1
A = 05a5, B = 8c4a, Cin = 0, Cout = 0, S = 91ef
A = 05a5, B = 60c5, Cin = 0, Cout = 0, S = 666a
A = 05a5, B = 0de9, Cin = 0, Cout = 0, S = 138e
A = 05a5, B = 3472, Cin = 0, Cout = 0, S = 3a17
A = 05a5, B = 6930, Cin = 0, Cout = 0, S = 6ed5
A = 05a5, B = 84f7, Cin = 0, Cout = 0, S = 8a9c
A = 05a5, B = 363d, Cin = 0, Cout = 0, S = 3be2
A = 05a5, B = 62e7, Cin = 0, Cout = 0, S = 688c
A = 05a5, B = 0c50, Cin = 0, Cout = 0, S = 11f5
A = 05a5, B = b32c, Cin = 0, Cout = 0, S = b8d1
A = 05a5, B = 22da, Cin = 0, Cout = 0, S = 287f
A = 05a5, B = 27f2, Cin = 0, Cout = 0, S = 2d97
A = 05a5, B = 95af, Cin = 0, Cout = 0, S = 9b54
A = 05a5, B = c86f, Cin = 0, Cout = 0, S = ce14
A = 05a5, B = 24bd, Cin = 0, Cout = 0, S = 2a62
A = 05a5, B = 3eed, Cin = 0, Cout = 0, S = 4492
A = 05a5, B = 68bd, Cin = 0, Cout = 0, S = 6e62
A = 05a5, B = 85ce, Cin = 0, Cout = 0, S = 8b73
A = 05a5, B = 9c7e, Cin = 0, Cout = 0, S = a223
A = 05a5, B = db66, Cin = 0, Cout = 0, S = e10b
A = 05a5, B = a641, Cin = 0, Cout = 0, S = abe6
A = 05a5, B = 75a8, Cin = 0, Cout = 0, S = 7b4d
A = 05a5, B = d548, Cin = 0, Cout = 0, S = daed
A = 05a5, B = 31f9, Cin = 0, Cout = 0, S = 379e
A = 05a5, B = a33c, Cin = 0, Cout = 0, S = a8e1
A = 05a5, B = 0421, Cin = 0, Cout = 0, S = 09c6
A = 05a5, B = c0c2, Cin = 0, Cout = 0, S = c667
A = 05a5, B = f89a, Cin = 0, Cout = 0, S = fe3f
A = 05a5, B = 173e, Cin = 0, Cout = 0, S = 1ce3
A = 05a5, B = 4a0b, Cin = 0, Cout = 0, S = 4fb0
A = 05a5, B = cdf5, Cin = 0, Cout = 0, S = d39a
A = 05a5, B = 415a, Cin = 0, Cout = 0, S = 46ff
A = 05a5, B = 9bbe, Cin = 0, Cout = 0, S = a163
A = 05a5, B = d3ad, Cin = 0, Cout = 0, S = d952
A = 05a5, B = 7290, Cin = 0, Cout = 0, S = 7835
A = 05a5, B = eea6, Cin = 0, Cout = 0, S = f44b
A = 05a5, B = 433d, Cin = 0, Cout = 0, S = 48e2
A = 05a5, B = c25e, Cin = 0, Cout = 0, S = c803
A = 05a5, B = db5b, Cin = 0, Cout = 0, S = e100
A = 05a5, B = a379, Cin = 0, Cout = 0, S = a91e
A = 05a5, B = 9d09, Cin = 0, Cout = 0, S = a2ae
A = 05a5, B = 746c, Cin = 0, Cout = 0, S = 7a11
A = 05a5, B = f884, Cin = 0, Cout = 0, S = fe29
A = 05a5, B = 860a, Cin = 0, Cout = 0, S = 8baf
A = 05a5, B = 9363, Cin = 0, Cout = 0, S = 9908
A = 05a5, B = 8712, Cin = 0, Cout = 0, S = 8cb7
A = 05a5, B = 62f7, Cin = 0, Cout = 0, S = 689c
A = 05a5, B = 3278, Cin = 0, Cout = 0, S = 381d
A = 6ea1, B = 0000, Cin = 0, Cout = 0, S = 6ea1
A = 6ea1, B = 0001, Cin = 0, Cout = 0, S = 6ea2
A = 6ea1, B = 1111, Cin = 0, Cout = 0, S = 7fb2
A = 6ea1, B = aaaa, Cin = 0, Cout = 1, S = 194b
A = 6ea1, B = 5555, Cin = 0, Cout = 0, S = c3f6
A = 6ea1, B = ffff, Cin = 0, Cout = 1, S = 6ea0
A = 6ea1, B = ff00, Cin = 0, Cout = 1, S = 6da1
A = 6ea1, B = 00ff, Cin = 0, Cout = 0, S = 6fa0
A = 6ea1, B = 7fff, Cin = 0, Cout = 0, S = eea0
A = 6ea1, B = 8000, Cin = 0, Cout = 0, S = eea1
A = 6ea1, B = f9e8, Cin = 0, Cout = 1, S = 6889
A = 6ea1, B = c91b, Cin = 0, Cout = 1, S = 37bc
A = 6ea1, B = fa50, Cin = 0, Cout = 1, S = 68f1
A = 6ea1, B = 92a3, Cin = 0, Cout = 1, S = 0144
A = 6ea1, B = b84e, Cin = 0, Cout = 1, S = 26ef
A = 6ea1, B = 7da2, Cin = 0, Cout = 0, S = ec43
A = 6ea1, B = 05a5, Cin = 0, Cout = 0, S = 7446
A = 6ea1, B = 6ea1, Cin = 0, Cout = 0, S = dd42
A = 6ea1, B = 6740, Cin = 0, Cout = 0, S = d5e1
A = 6ea1, B = aa06, Cin = 0, Cout = 1, S = 18a7
A = 6ea1, B = 7707, Cin = 0, Cout = 0, S = e5a8
A = 6ea1, B = 661e, Cin = 0, Cout = 0, S = d4bf
A = 6ea1, B = aa27, Cin = 0, Cout = 1, S = 18c8
A = 6ea1, B = 9475, Cin = 0, Cout = 1, S = 0316
A = 6ea1, B = 3cb2, Cin = 0, Cout = 0, S = ab53
A = 6ea1, B = 5b5d, Cin = 0, Cout = 0, S = c9fe
A = 6ea1, B = 2875, Cin = 0, Cout = 0, S = 9716
A = 6ea1, B = ab6b, Cin = 0, Cout = 1, S = 1a0c
A = 6ea1, B = 1bcd, Cin = 0, Cout = 0, S = 8a6e
A = 6ea1, B = 8f61, Cin = 0, Cout = 0, S = fe02
A = 6ea1, B = ef5c, Cin = 0, Cout = 1, S = 5dfd
A = 6ea1, B = e08c, Cin = 0, Cout = 1, S = 4f2d
A = 6ea1, B = be66, Cin = 0, Cout = 1, S = 2d07
A = 6ea1, B = a2ce, Cin = 0, Cout = 1, S = 116f
A = 6ea1, B = 71b2, Cin = 0, Cout = 0, S = e053
A = 6ea1, B = a50d, Cin = 0, Cout = 1, S = 13ae
A = 6ea1, B = 6c3f, Cin = 0, Cout = 0, S = dae0
A = 6ea1, B = 5b04, Cin = 0, Cout = 0, S = c9a5
A = 6ea1, B = d88a, Cin = 0, Cout = 1, S = 472b
A = 6ea1, B = 1321, Cin = 0, Cout = 0, S = 81c2
A = 6ea1, B = 5183, Cin = 0, Cout = 0, S = c024
A = 6ea1, B = 90a4, Cin = 0, Cout = 0, S = ff45
A = 6ea1, B = e310, Cin = 0, Cout = 1, S = 51b1
A = 6ea1, B = 3e8c, Cin = 0, Cout = 0, S = ad2d
A = 6ea1, B = 5ce3, Cin = 0, Cout = 0, S = cb84
A = 6ea1, B = 1d12, Cin = 0, Cout = 0, S = 8bb3
A = 6ea1, B = 869d, Cin = 0, Cout = 0, S = f53e
A = 6ea1, B = 4cad, Cin = 0, Cout = 0, S = bb4e
A = 6ea1, B = 7940, Cin = 0, Cout = 0, S = e7e1
A = 6ea1, B = 0b63, Cin = 0, Cout = 0, S = 7a04
A = 6ea1, B = d71b, Cin = 0, Cout = 1, S = 45bc
A = 6ea1, B = 654c, Cin = 0, Cout = 0, S = d3ed
A = 6ea1, B = 8c4a, Cin = 0, Cout = 0, S = faeb
A = 6ea1, B = 60c5, Cin = 0, Cout = 0, S = cf66
A = 6ea1, B = 0de9, Cin = 0, Cout = 0, S = 7c8a
A = 6ea1, B = 3472, Cin = 0, Cout = 0, S = a313
A = 6ea1, B = 6930, Cin = 0, Cout = 0, S = d7d1
A = 6ea1, B = 84f7, Cin = 0, Cout = 0, S = f398
A = 6ea1, B = 363d, Cin = 0, Cout = 0, S = a4de
A = 6ea1, B = 62e7, Cin = 0, Cout = 0, S = d188
A = 6ea1, B = 0c50, Cin = 0, Cout = 0, S = 7af1
A = 6ea1, B = b32c, Cin = 0, Cout = 1, S = 21cd
A = 6ea1, B = 22da, Cin = 0, Cout = 0, S = 917b
A = 6ea1, B = 27f2, Cin = 0, Cout = 0, S = 9693
A = 6ea1, B = 95af, Cin = 0, Cout = 1, S = 0450
A = 6ea1, B = c86f, Cin = 0, Cout = 1, S = 3710
A = 6ea1, B = 24bd, Cin = 0, Cout = 0, S = 935e
A = 6ea1, B = 3eed, Cin = 0, Cout = 0, S = ad8e
A = 6ea1, B = 68bd, Cin = 0, Cout = 0, S = d75e
A = 6ea1, B = 85ce, Cin = 0, Cout = 0, S = f46f
A = 6ea1, B = 9c7e, Cin = 0, Cout = 1, S = 0b1f
A = 6ea1, B = db66, Cin = 0, Cout = 1, S = 4a07
A = 6ea1, B = a641, Cin = 0, Cout = 1, S = 14e2
A = 6ea1, B = 75a8, Cin = 0, Cout = 0, S = e449
A = 6ea1, B = d548, Cin = 0, Cout = 1, S = 43e9
A = 6ea1, B = 31f9, Cin = 0, Cout = 0, S = a09a
A = 6ea1, B = a33c, Cin = 0, Cout = 1, S = 11dd
A = 6ea1, B = 0421, Cin = 0, Cout = 0, S = 72c2
A = 6ea1, B = c0c2, Cin = 0, Cout = 1, S = 2f63
A = 6ea1, B = f89a, Cin = 0, Cout = 1, S = 673b
A = 6ea1, B = 173e, Cin = 0, Cout = 0, S = 85df
A = 6ea1, B = 4a0b, Cin = 0, Cout = 0, S = b8ac
A = 6ea1, B = cdf5, Cin = 0, Cout = 1, S = 3c96
A = 6ea1, B = 415a, Cin = 0, Cout = 0, S = affb
A = 6ea1, B = 9bbe, Cin = 0, Cout = 1, S = 0a5f
A = 6ea1, B = d3ad, Cin = 0, Cout = 1, S = 424e
A = 6ea1, B = 7290, Cin = 0, Cout = 0, S = e131
A = 6ea1, B = eea6, Cin = 0, Cout = 1, S = 5d47
A = 6ea1, B = 433d, Cin = 0, Cout = 0, S = b1de
A = 6ea1, B = c25e, Cin = 0, Cout = 1, S = 30ff
A = 6ea1, B = db5b, Cin = 0, Cout = 1, S = 49fc
A = 6ea1, B = a379, Cin = 0, Cout = 1, S = 121a
A = 6ea1, B = 9d09, Cin = 0, Cout = 1, S = 0baa
A = 6ea1, B = 746c, Cin = 0, Cout = 0, S = e30d
A = 6ea1, B = f884, Cin = 0, Cout = 1, S = 6725
A = 6ea1, B = 860a, Cin = 0, Cout = 0, S = f4ab
A = 6ea1, B = 9363, Cin = 0, Cout = 1, S = 0204
A = 6ea1, B = 8712, Cin = 0, Cout = 0, S = f5b3
A = 6ea1, B = 62f7, Cin = 0, Cout = 0, S = d198
A = 6ea1, B = 3278, Cin = 0, Cout = 0, S = a119
A = 6740, B = 0000, Cin = 0, Cout = 0, S = 6740
A = 6740, B = 0001, Cin = 0, Cout = 0, S = 6741
A = 6740, B = 1111, Cin = 0, Cout = 0, S = 7851
A = 6740, B = aaaa, Cin = 0, Cout = 1, S = 11ea
A = 6740, B = 5555, Cin = 0, Cout = 0, S = bc95
A = 6740, B = ffff, Cin = 0, Cout = 1, S = 673f
A = 6740, B = ff00, Cin = 0, Cout = 1, S = 6640
A = 6740, B = 00ff, Cin = 0, Cout = 0, S = 683f
A = 6740, B = 7fff, Cin = 0, Cout = 0, S = e73f
A = 6740, B = 8000, Cin = 0, Cout = 0, S = e740
A = 6740, B = f9e8, Cin = 0, Cout = 1, S = 6128
A = 6740, B = c91b, Cin = 0, Cout = 1, S = 305b
A = 6740, B = fa50, Cin = 0, Cout = 1, S = 6190
A = 6740, B = 92a3, Cin = 0, Cout = 0, S = f9e3
A = 6740, B = b84e, Cin = 0, Cout = 1, S = 1f8e
A = 6740, B = 7da2, Cin = 0, Cout = 0, S = e4e2
A = 6740, B = 05a5, Cin = 0, Cout = 0, S = 6ce5
A = 6740, B = 6ea1, Cin = 0, Cout = 0, S = d5e1
A = 6740, B = 6740, Cin = 0, Cout = 0, S = ce80
A = 6740, B = aa06, Cin = 0, Cout = 1, S = 1146
A = 6740, B = 7707, Cin = 0, Cout = 0, S = de47
A = 6740, B = 661e, Cin = 0, Cout = 0, S = cd5e
A = 6740, B = aa27, Cin = 0, Cout = 1, S = 1167
A = 6740, B = 9475, Cin = 0, Cout = 0, S = fbb5
A = 6740, B = 3cb2, Cin = 0, Cout = 0, S = a3f2
A = 6740, B = 5b5d, Cin = 0, Cout = 0, S = c29d
A = 6740, B = 2875, Cin = 0, Cout = 0, S = 8fb5
A = 6740, B = ab6b, Cin = 0, Cout = 1, S = 12ab
A = 6740, B = 1bcd, Cin = 0, Cout = 0, S = 830d
A = 6740, B = 8f61, Cin = 0, Cout = 0, S = f6a1
A = 6740, B = ef5c, Cin = 0, Cout = 1, S = 569c
A = 6740, B = e08c, Cin = 0, Cout = 1, S = 47cc
A = 6740, B = be66, Cin = 0, Cout = 1, S = 25a6
A = 6740, B = a2ce, Cin = 0, Cout = 1, S = 0a0e
A = 6740, B = 71b2, Cin = 0, Cout = 0, S = d8f2
A = 6740, B = a50d, Cin = 0, Cout = 1, S = 0c4d
A = 6740, B = 6c3f, Cin = 0, Cout = 0, S = d37f
A = 6740, B = 5b04, Cin = 0, Cout = 0, S = c244
A = 6740, B = d88a, Cin = 0, Cout = 1, S = 3fca
A = 6740, B = 1321, Cin = 0, Cout = 0, S = 7a61
A = 6740, B = 5183, Cin = 0, Cout = 0, S = b8c3
A = 6740, B = 90a4, Cin = 0, Cout = 0, S = f7e4
A = 6740, B = e310, Cin = 0, Cout = 1, S = 4a50
A = 6740, B = 3e8c, Cin = 0, Cout = 0, S = a5cc
A = 6740, B = 5ce3, Cin = 0, Cout = 0, S = c423
A = 6740, B = 1d12, Cin = 0, Cout = 0, S = 8452
A = 6740, B = 869d, Cin = 0, Cout = 0, S = eddd
A = 6740, B = 4cad, Cin = 0, Cout = 0, S = b3ed
A = 6740, B = 7940, Cin = 0, Cout = 0, S = e080
A = 6740, B = 0b63, Cin = 0, Cout = 0, S = 72a3
A = 6740, B = d71b, Cin = 0, Cout = 1, S = 3e5b
A = 6740, B = 654c, Cin = 0, Cout = 0, S = cc8c
A = 6740, B = 8c4a, Cin = 0, Cout = 0, S = f38a
A = 6740, B = 60c5, Cin = 0, Cout = 0, S = c805
A = 6740, B = 0de9, Cin = 0, Cout = 0, S = 7529
A = 6740, B = 3472, Cin = 0, Cout = 0, S = 9bb2
A = 6740, B = 6930, Cin = 0, Cout = 0, S = d070
A = 6740, B = 84f7, Cin = 0, Cout = 0, S = ec37
A = 6740, B = 363d, Cin = 0, Cout = 0, S = 9d7d
A = 6740, B = 62e7, Cin = 0, Cout = 0, S = ca27
A = 6740, B = 0c50, Cin = 0, Cout = 0, S = 7390
A = 6740, B = b32c, Cin = 0, Cout = 1, S = 1a6c
A = 6740, B = 22da, Cin = 0, Cout = 0, S = 8a1a
A = 6740, B = 27f2, Cin = 0, Cout = 0, S = 8f32
A = 6740, B = 95af, Cin = 0, Cout = 0, S = fcef
A = 6740, B = c86f, Cin = 0, Cout = 1, S = 2faf
A = 6740, B = 24bd, Cin = 0, Cout = 0, S = 8bfd
A = 6740, B = 3eed, Cin = 0, Cout = 0, S = a62d
A = 6740, B = 68bd, Cin = 0, Cout = 0, S = cffd
A = 6740, B = 85ce, Cin = 0, Cout = 0, S = ed0e
A = 6740, B = 9c7e, Cin = 0, Cout = 1, S = 03be
A = 6740, B = db66, Cin = 0, Cout = 1, S = 42a6
A = 6740, B = a641, Cin = 0, Cout = 1, S = 0d81
A = 6740, B = 75a8, Cin = 0, Cout = 0, S = dce8
A = 6740, B = d548, Cin = 0, Cout = 1, S = 3c88
A = 6740, B = 31f9, Cin = 0, Cout = 0, S = 9939
A = 6740, B = a33c, Cin = 0, Cout = 1, S = 0a7c
A = 6740, B = 0421, Cin = 0, Cout = 0, S = 6b61
A = 6740, B = c0c2, Cin = 0, Cout = 1, S = 2802
A = 6740, B = f89a, Cin = 0, Cout = 1, S = 5fda
A = 6740, B = 173e, Cin = 0, Cout = 0, S = 7e7e
A = 6740, B = 4a0b, Cin = 0, Cout = 0, S = b14b
A = 6740, B = cdf5, Cin = 0, Cout = 1, S = 3535
A = 6740, B = 415a, Cin = 0, Cout = 0, S = a89a
A = 6740, B = 9bbe, Cin = 0, Cout = 1, S = 02fe
A = 6740, B = d3ad, Cin = 0, Cout = 1, S = 3aed
A = 6740, B = 7290, Cin = 0, Cout = 0, S = d9d0
A = 6740, B = eea6, Cin = 0, Cout = 1, S = 55e6
A = 6740, B = 433d, Cin = 0, Cout = 0, S = aa7d
A = 6740, B = c25e, Cin = 0, Cout = 1, S = 299e
A = 6740, B = db5b, Cin = 0, Cout = 1, S = 429b
A = 6740, B = a379, Cin = 0, Cout = 1, S = 0ab9
A = 6740, B = 9d09, Cin = 0, Cout = 1, S = 0449
A = 6740, B = 746c, Cin = 0, Cout = 0, S = dbac
A = 6740, B = f884, Cin = 0, Cout = 1, S = 5fc4
A = 6740, B = 860a, Cin = 0, Cout = 0, S = ed4a
A = 6740, B = 9363, Cin = 0, Cout = 0, S = faa3
A = 6740, B = 8712, Cin = 0, Cout = 0, S = ee52
A = 6740, B = 62f7, Cin = 0, Cout = 0, S = ca37
A = 6740, B = 3278, Cin = 0, Cout = 0, S = 99b8
A = aa06, B = 0000, Cin = 0, Cout = 0, S = aa06
A = aa06, B = 0001, Cin = 0, Cout = 0, S = aa07
A = aa06, B = 1111, Cin = 0, Cout = 0, S = bb17
A = aa06, B = aaaa, Cin = 0, Cout = 1, S = 54b0
A = aa06, B = 5555, Cin = 0, Cout = 0, S = ff5b
A = aa06, B = ffff, Cin = 0, Cout = 1, S = aa05
A = aa06, B = ff00, Cin = 0, Cout = 1, S = a906
A = aa06, B = 00ff, Cin = 0, Cout = 0, S = ab05
A = aa06, B = 7fff, Cin = 0, Cout = 1, S = 2a05
A = aa06, B = 8000, Cin = 0, Cout = 1, S = 2a06
A = aa06, B = f9e8, Cin = 0, Cout = 1, S = a3ee
A = aa06, B = c91b, Cin = 0, Cout = 1, S = 7321
A = aa06, B = fa50, Cin = 0, Cout = 1, S = a456
A = aa06, B = 92a3, Cin = 0, Cout = 1, S = 3ca9
A = aa06, B = b84e, Cin = 0, Cout = 1, S = 6254
A = aa06, B = 7da2, Cin = 0, Cout = 1, S = 27a8
A = aa06, B = 05a5, Cin = 0, Cout = 0, S = afab
A = aa06, B = 6ea1, Cin = 0, Cout = 1, S = 18a7
A = aa06, B = 6740, Cin = 0, Cout = 1, S = 1146
A = aa06, B = aa06, Cin = 0, Cout = 1, S = 540c
A = aa06, B = 7707, Cin = 0, Cout = 1, S = 210d
A = aa06, B = 661e, Cin = 0, Cout = 1, S = 1024
A = aa06, B = aa27, Cin = 0, Cout = 1, S = 542d
A = aa06, B = 9475, Cin = 0, Cout = 1, S = 3e7b
A = aa06, B = 3cb2, Cin = 0, Cout = 0, S = e6b8
A = aa06, B = 5b5d, Cin = 0, Cout = 1, S = 0563
A = aa06, B = 2875, Cin = 0, Cout = 0, S = d27b
A = aa06, B = ab6b, Cin = 0, Cout = 1, S = 5571
A = aa06, B = 1bcd, Cin = 0, Cout = 0, S = c5d3
A = aa06, B = 8f61, Cin = 0, Cout = 1, S = 3967
A = aa06, B = ef5c, Cin = 0, Cout = 1, S = 9962
A = aa06, B = e08c, Cin = 0, Cout = 1, S = 8a92
A = aa06, B = be66, Cin = 0, Cout = 1, S = 686c
A = aa06, B = a2ce, Cin = 0, Cout = 1, S = 4cd4
A = aa06, B = 71b2, Cin = 0, Cout = 1, S = 1bb8
A = aa06, B = a50d, Cin = 0, Cout = 1, S = 4f13
A = aa06, B = 6c3f, Cin = 0, Cout = 1, S = 1645
A = aa06, B = 5b04, Cin = 0, Cout = 1, S = 050a
A = aa06, B = d88a, Cin = 0, Cout = 1, S = 8290
A = aa06, B = 1321, Cin = 0, Cout = 0, S = bd27
A = aa06, B = 5183, Cin = 0, Cout = 0, S = fb89
A = aa06, B = 90a4, Cin = 0, Cout = 1, S = 3aaa
A = aa06, B = e310, Cin = 0, Cout = 1, S = 8d16
A = aa06, B = 3e8c, Cin = 0, Cout = 0, S = e892
A = aa06, B = 5ce3, Cin = 0, Cout = 1, S = 06e9
A = aa06, B = 1d12, Cin = 0, Cout = 0, S = c718
A = aa06, B = 869d, Cin = 0, Cout = 1, S = 30a3
A = aa06, B = 4cad, Cin = 0, Cout = 0, S = f6b3
A = aa06, B = 7940, Cin = 0, Cout = 1, S = 2346
A = aa06, B = 0b63, Cin = 0, Cout = 0, S = b569
A = aa06, B = d71b, Cin = 0, Cout = 1, S = 8121
A = aa06, B = 654c, Cin = 0, Cout = 1, S = 0f52
A = aa06, B = 8c4a, Cin = 0, Cout = 1, S = 3650
A = aa06, B = 60c5, Cin = 0, Cout = 1, S = 0acb
A = aa06, B = 0de9, Cin = 0, Cout = 0, S = b7ef
A = aa06, B = 3472, Cin = 0, Cout = 0, S = de78
A = aa06, B = 6930, Cin = 0, Cout = 1, S = 1336
A = aa06, B = 84f7, Cin = 0, Cout = 1, S = 2efd
A = aa06, B = 363d, Cin = 0, Cout = 0, S = e043
A = aa06, B = 62e7, Cin = 0, Cout = 1, S = 0ced
A = aa06, B = 0c50, Cin = 0, Cout = 0, S = b656
A = aa06, B = b32c, Cin = 0, Cout = 1, S = 5d32
A = aa06, B = 22da, Cin = 0, Cout = 0, S = cce0
A = aa06, B = 27f2, Cin = 0, Cout = 0, S = d1f8
A = aa06, B = 95af, Cin = 0, Cout = 1, S = 3fb5
A = aa06, B = c86f, Cin = 0, Cout = 1, S = 7275
A = aa06, B = 24bd, Cin = 0, Cout = 0, S = cec3
A = aa06, B = 3eed, Cin = 0, Cout = 0, S = e8f3
A = aa06, B = 68bd, Cin = 0, Cout = 1, S = 12c3
A = aa06, B = 85ce, Cin = 0, Cout = 1, S = 2fd4
A = aa06, B = 9c7e, Cin = 0, Cout = 1, S = 4684
A = aa06, B = db66, Cin = 0, Cout = 1, S = 856c
A = aa06, B = a641, Cin = 0, Cout = 1, S = 5047
A = aa06, B = 75a8, Cin = 0, Cout = 1, S = 1fae
A = aa06, B = d548, Cin = 0, Cout = 1, S = 7f4e
A = aa06, B = 31f9, Cin = 0, Cout = 0, S = dbff
A = aa06, B = a33c, Cin = 0, Cout = 1, S = 4d42
A = aa06, B = 0421, Cin = 0, Cout = 0, S = ae27
A = aa06, B = c0c2, Cin = 0, Cout = 1, S = 6ac8
A = aa06, B = f89a, Cin = 0, Cout = 1, S = a2a0
A = aa06, B = 173e, Cin = 0, Cout = 0, S = c144
A = aa06, B = 4a0b, Cin = 0, Cout = 0, S = f411
A = aa06, B = cdf5, Cin = 0, Cout = 1, S = 77fb
A = aa06, B = 415a, Cin = 0, Cout = 0, S = eb60
A = aa06, B = 9bbe, Cin = 0, Cout = 1, S = 45c4
A = aa06, B = d3ad, Cin = 0, Cout = 1, S = 7db3
A = aa06, B = 7290, Cin = 0, Cout = 1, S = 1c96
A = aa06, B = eea6, Cin = 0, Cout = 1, S = 98ac
A = aa06, B = 433d, Cin = 0, Cout = 0, S = ed43
A = aa06, B = c25e, Cin = 0, Cout = 1, S = 6c64
A = aa06, B = db5b, Cin = 0, Cout = 1, S = 8561
A = aa06, B = a379, Cin = 0, Cout = 1, S = 4d7f
A = aa06, B = 9d09, Cin = 0, Cout = 1, S = 470f
A = aa06, B = 746c, Cin = 0, Cout = 1, S = 1e72
A = aa06, B = f884, Cin = 0, Cout = 1, S = a28a
A = aa06, B = 860a, Cin = 0, Cout = 1, S = 3010
A = aa06, B = 9363, Cin = 0, Cout = 1, S = 3d69
A = aa06, B = 8712, Cin = 0, Cout = 1, S = 3118
A = aa06, B = 62f7, Cin = 0, Cout = 1, S = 0cfd
A = aa06, B = 3278, Cin = 0, Cout = 0, S = dc7e
A = 7707, B = 0000, Cin = 0, Cout = 0, S = 7707
A = 7707, B = 0001, Cin = 0, Cout = 0, S = 7708
A = 7707, B = 1111, Cin = 0, Cout = 0, S = 8818
